Source,Target,Probability
18,18,0.8325710948149182
18,97,0.009058776456621493
18,190,0.031605547893034595
18,311,0.017605795637136434
18,348,0.008103098938382158
18,578,0.010035029245760508
18,614,0.009993604893278434
18,733,0.005309705595553998
18,837,0.01783490816970982
18,878,0.01706871771202801
18,896,0.022424033638718394
18,938,0.018389687004857963
19,16,0.13731354189105266
19,206,0.18378848361738323
19,263,0.02603844420279062
19,368,0.13051262084793974
19,568,0.07992645096410625
19,626,0.04293579168874847
19,644,0.1572941453573002
19,850,0.2421905214306788
20,10,0.004250194432380931
20,20,0.6850045636909475
20,102,0.04578461899811989
20,104,0.01340437647598098
20,193,0.043360457473092216
20,215,0.031347886288254356
20,235,0.020949919599838815
20,241,0.02374358852250232
20,327,0.02596878368202869
20,425,0.03460239371613516
20,435,0.011763944298840137
20,520,0.008527689985863155
20,554,0.015226426971247384
20,938,0.03606515586476861
21,357,0.055697453551142716
21,386,0.09744475665175792
21,507,0.03586348299176398
21,524,0.13679435334967915
21,578,0.05545492861351125
21,586,0.05009544668703302
21,879,0.10737593416443174
21,894,0.19071143039330596
21,951,0.1331209693243868
21,990,0.13744124427298746
23,23,0.6736145253000615
23,318,0.04218432049748665
23,321,0.007136497842266416
23,506,0.05037410277845091
23,647,0.026694458794664686
23,727,0.05266621211901329
23,787,0.10381043235411784
23,895,0.043519450313938494
25,25,0.5275674472636803
25,93,0.021639365849175727
25,97,0.02087994228273203
25,112,0.005396933515656426
25,141,0.012513821481365007
25,148,0.03591057195370357
25,153,0.03207699386163957
25,241,0.02790568146295041
25,506,0.05205808313723773
25,520,0.010022537247676737
25,782,0.036633121500500375
25,798,0.09698918904899925
25,808,0.02371838450791898
25,830,0.020152430885811107
25,881,0.04837936070767297
25,885,0.02815613529327984
26,26,0.8253642473043107
26,117,0.023545831501878403
26,356,0.04398582152965676
26,409,0.006890959357603833
26,416,0.012957833136600752
26,512,0.027996551976756535
26,599,0.03492820851018171
26,686,0.02433054668301142
27,27,0.3096747099233214
27,319,0.1684904735426651
27,348,0.052815053230315996
27,412,0.06365120799194716
27,467,0.0973135629381353
27,573,0.09951037831752174
27,679,0.08001595793391322
27,830,0.05698679985221495
27,886,0.01535248235287618
27,961,0.05618937391708899
28,28,0.31359985927316647
28,36,0.15446228989502794
28,169,0.1360342060297635
28,382,0.07823301401754232
28,512,0.11684660537644818
28,513,0.14334357285066018
28,733,0.037861886314843156
28,991,0.019618566242548388
29,29,0.605375620453996
29,93,0.022813073915819528
29,213,0.026834759377278878
29,263,0.008793694080693283
29,433,0.1870871193873973
29,536,0.025359430314943043
29,543,0.02695305546210585
29,578,0.02438471431267866
29,825,0.06309971140498428
29,943,0.009298821290103234
30,30,0.0367306499169292
30,79,0.12800373072290203
30,186,0.011378589169503312
30,269,0.29750676448464525
30,440,0.07405282101580905
30,446,0.03508201528029471
30,450,0.0748723436795678
30,457,0.08950576706567731
30,516,0.0215926077630266
30,635,0.11604618700858918
30,686,0.07678614808701612
30,724,0.02360740391455422
30,991,0.014834971891485232
31,22,0.063426164741297
31,123,0.026505827756912282
31,138,0.08131101179251662
31,145,0.1398552094229071
31,271,0.0539960711616846
31,316,0.042290223064655054
31,453,0.03880022093635882
31,503,0.03237130653557501
31,512,0.04784893841630843
31,513,0.05869950408578443
31,680,0.04378212457275311
31,727,0.06895109922509161
31,798,0.12287162149330322
31,819,0.03216947341207023
31,865,0.14712120338278237
32,32,0.6153598024007758
32,93,0.011654841441076529
32,164,0.0949809192049597
32,201,0.020684377351705946
32,298,0.007549356195379524
32,356,0.03196053539325056
32,362,0.013677563636870506
32,554,0.009638426040202458
32,622,0.031068697018067803
32,658,0.00561787861975228
32,724,0.005435237850429084
32,730,0.0084293455940661
32,757,0.018090885855643266
32,798,0.05223783486740857
32,896,0.027837826736768205
32,951,0.0299051892036872
32,994,0.012192669605994558
32,1000,0.003678612983961927
33,33,0.5671984202183981
33,213,0.021258266887491016
33,273,0.01537134046259658
33,436,0.010150559439338699
33,477,0.058019243706029275
33,507,0.012492810032930122
33,547,0.042229370311410046
33,550,0.08656026234080562
33,578,0.019317362140129985
33,599,0.03935366976258922
33,679,0.023631930880706236
33,744,0.0221087343594974
33,824,0.019872630305396696
33,837,0.03433207531465819
33,913,0.013860513512411268
33,975,0.014242810325611525
34,269,0.3200933504727432
34,456,0.1030639179631073
34,503,0.0643136697496402
34,513,0.11662119711146032
34,529,0.07499146606334214
34,569,0.08846885445622335
34,679,0.07121985812650715
34,815,0.013719109803147932
34,885,0.07086705213540753
34,950,0.07664152411842087
35,10,0.008921395094635541
35,35,0.7222975982378114
35,287,0.06895327350190779
35,503,0.04563622016041572
35,554,0.031961119203202076
35,578,0.0413100854595846
35,605,0.036438020508272925
35,891,0.04448228783417011
36,16,0.07805098514167383
36,36,0.021397243903279264
36,39,0.0744398877493302
36,79,0.0970910251653105
36,103,0.09038824484027441
36,278,0.06604388906995118
36,308,0.020003636458349183
36,333,0.04119028107329736
36,362,0.04506038313620208
36,500,0.02217211591731104
36,589,0.0692511421427027
36,788,0.06167078667129794
36,798,0.17209620922441277
36,894,0.14114416950660763
38,38,0.5266413259481639
38,44,0.0393178155197072
38,71,0.07543541542645205
38,147,0.051291302999126036
38,206,0.0625977887842237
38,311,0.043145853252041934
38,543,0.02718268680495291
38,639,0.03360890393743232
38,679,0.030085236811619998
38,708,0.018928146444618398
38,727,0.05786774875162642
38,776,0.017737569419802347
38,797,0.010364874680404102
38,815,0.005795331219828777
39,39,0.4583276758909718
39,120,0.11957474355278422
39,444,0.10008955668634721
39,516,0.034640944332114426
39,559,0.1958446945388292
39,583,0.060613716583808194
39,790,0.030908668415144912
40,40,0.8259188616103044
40,117,0.0112350400054579
40,204,0.02365351190913608
40,319,0.021074128078900207
40,481,0.0025221737247283086
40,583,0.005712363868826589
40,621,0.002868409206101231
40,694,0.03645968540619411
40,724,0.0035692568952987733
40,817,0.004673901703459552
40,819,0.008981249965711754
40,881,0.01711122959372864
40,908,0.02196637287836762
40,920,0.014253815153784929
41,41,0.17781765382274983
41,147,0.08915121397508027
41,228,0.07046539583459598
41,333,0.042899671168290604
41,371,0.05742116935162208
41,475,0.034004023470674195
41,536,0.04445364723735294
41,713,0.1472921003910894
41,724,0.0186493585068154
41,730,0.028922724687968023
41,865,0.21461209348489668
41,887,0.0743109480688645
42,10,0.002685278272966095
42,42,0.7184905920091023
42,80,0.02693085918911837
42,122,0.020985332477560376
42,239,0.017058932496924886
42,282,0.02561079874682426
42,387,0.012130866941159155
42,405,0.04246433200489517
42,412,0.012100241713111628
42,523,0.01159321216459641
42,538,0.02970222288315988
42,658,0.0056071830756689355
42,807,0.019175912621707532
42,901,0.03096413145109715
42,913,0.008921628134522434
42,991,0.003409019108146971
42,994,0.012169456709438543
43,30,0.06822295130983069
43,33,0.017991695891217175
43,43,0.5676721381122931
43,45,0.03746412300674227
43,94,0.02514652079362464
43,141,0.008496598146230883
43,172,0.010062896733723597
43,175,0.011252096700241344
43,228,0.02588951026638241
43,230,0.03985553642945016
43,523,0.01464281860815042
43,544,0.036352606889091005
43,587,0.05605378108687295
43,658,0.007082158379749577
43,809,0.045034672196191776
43,938,0.02877989545020816
44,36,0.06099233563670934
44,43,0.01985599591819691
44,44,0.042253698260468465
44,71,0.08667153371655846
44,102,0.06573410128758458
44,123,0.025558652892854788
44,273,0.02248366801056442
44,281,0.05320417318796087
44,329,0.07961401974809677
44,368,0.05107335695767999
44,457,0.04673953117732227
44,516,0.011275568008920852
44,529,0.03639698163835238
44,605,0.024923092314148982
44,694,0.12592636686315306
44,727,0.06648716002522605
44,788,0.04245769003682521
44,807,0.043575930277281204
44,850,0.09477614404209528
45,36,0.08331570342705483
45,45,0.37056322624467314
45,117,0.05300660395858937
45,213,0.04247514576991255
45,228,0.0636275444178196
45,521,0.06197254779025254
45,639,0.05274813944990304
45,751,0.09756698496078184
45,879,0.07473458875565461
45,886,0.009059583425780898
45,940,0.09092993179957759
46,46,0.4592121264541863
46,89,0.054175861054504906
46,192,0.08124892190811228
46,201,0.05343482090449693
46,215,0.05126232314886568
46,357,0.032323421769966866
46,578,0.032182675014972066
46,718,0.08424633168114645
46,744,0.036833093862538295
46,757,0.04673494537752026
46,920,0.05607299780281933
46,943,0.0122724810208704
47,47,0.8286316071694018
47,94,0.022691329835083953
47,375,0.006248644998699959
47,482,0.02944578105929471
47,536,0.014737960260134448
47,622,0.035342589461386756
47,721,0.03197751056646507
47,837,0.025186498502163496
47,844,0.005738078147370006
48,94,0.038669955296104536
48,151,0.049336295850296204
48,166,0.006345738425730405
48,169,0.04591207903893107
48,194,0.017954972221410844
48,308,0.011770959478199661
48,318,0.04551796045504491
48,342,0.08679202070760064
48,382,0.02640394962309208
48,393,0.02681160349944562
48,471,0.07857960842101146
48,482,0.0501807097908061
48,554,0.018685088821999322
48,568,0.02673366243811306
48,680,0.03608439751270295
48,682,0.04425847999254537
48,809,0.06925366633792836
48,852,0.28165307432773107
48,899,0.03339950739962609
48,947,0.005656270361680381
49,44,0.020769041526906534
49,49,0.7847902888798551
49,97,0.01172681361046773
49,139,0.017190716192693044
49,152,0.011765086908683373
49,301,0.01128939311593529
49,337,0.006009192773649421
49,367,0.016430094932063113
49,443,0.016329444889915893
49,444,0.014978328476062654
49,481,0.004005019474943809
49,492,0.012233321715600574
49,848,0.04722432580713496
49,895,0.0252589316960885
50,153,0.050933547081561774
50,206,0.0934857892589347
50,248,0.05925106174008097
50,380,0.09158930567451208
50,479,0.00964362008360996
50,539,0.0831666691362923
50,644,0.08000918792686523
50,727,0.08642177734634206
50,891,0.03954755851182212
50,915,0.4059514832399787
51,51,0.8321981222253693
51,58,0.019047605595077635
51,117,0.007323681299235057
51,123,0.004823796935277036
51,169,0.010137992814518779
51,413,0.006519014625456456
51,414,0.011990042349768968
51,422,0.036274577805181764
51,469,0.015764173048450528
51,471,0.01735141431657678
51,529,0.00686936237275251
51,621,0.0018698032985260456
51,704,0.006433462967321128
51,831,0.0015442897147558152
51,843,0.008047690295759791
51,884,0.004236317914200045
51,891,0.005742292668061857
51,913,0.0038263597537106305
52,33,0.040041686600146106
52,60,0.026387643321474533
52,215,0.055673679071740666
52,377,0.08685294067414993
52,414,0.07858509698865174
52,422,0.23775072113048296
52,440,0.04783496651250252
52,449,0.06657147642481802
52,475,0.027804718789290694
52,511,0.05646675549506883
52,578,0.03495214048825893
52,583,0.02440563736088227
52,632,0.08998548891692895
52,644,0.07614212359610353
52,650,0.007786158595117145
52,679,0.04275876603438316
53,152,0.09034947908394565
53,186,0.020978679215700534
53,281,0.18784606003623847
53,347,0.18453298084960004
53,582,0.17713726186761397
53,644,0.21732557795038035
53,758,0.04121071010971085
53,925,0.08061925088681009
54,54,0.22674596662686977
54,186,0.012125265426104563
54,252,0.07234093353743476
54,751,0.14575410250856402
54,758,0.023818982755812578
54,855,0.07340164408983017
54,859,0.125492616590999
54,904,0.07472840456313509
54,933,0.24559208390125012
56,357,0.18505745977474025
56,387,0.17975899356496233
56,453,0.24397141806538505
56,501,0.3912121285949122
57,57,0.8728639801601464
57,118,0.022863744547151024
57,123,0.010397413041547494
57,347,0.02126204055253061
57,639,0.015708795343988863
57,757,0.016692069342798824
57,819,0.012619085337078284
57,951,0.027592871674758348
58,58,0.758780485721735
58,123,0.05399291718115647
58,573,0.09081241619214872
58,652,0.02433923711795152
58,758,0.024657698541522756
58,884,0.0474172452454855
59,59,0.5444771477366084
59,139,0.043282237493384855
59,190,0.10301240729569089
59,238,0.012798489680489838
59,273,0.026026080925359983
59,357,0.032850353314551876
59,453,0.043308425890292615
59,456,0.05790309600621033
59,571,0.018572175871971904
59,843,0.04935848367068086
59,881,0.06841110211475843
60,43,0.008018540105189641
60,60,0.7389579811413457
60,79,0.026993524376784272
60,118,0.022696748906620212
60,123,0.010321470859497835
60,334,0.08338236834606255
60,456,0.02020057838856837
60,493,0.019183976111003007
60,586,0.010307776118902701
60,639,0.01559405909267067
60,696,0.00845683521801519
60,729,0.018826861838536196
60,790,0.004062867250325923
60,797,0.0048091561853741294
60,913,0.008187256061103538
61,39,0.022804007129933357
61,40,0.010767103746788888
61,58,0.04490740059920492
61,61,0.7033211067475478
61,144,0.020262743213545292
61,239,0.017249283524024932
61,261,0.004317307968866196
61,287,0.0209860461541398
61,377,0.031242269788958967
61,443,0.015804258606918753
61,446,0.008151667393198576
61,637,0.031211448810152153
61,658,0.00566975047593176
61,730,0.008507176717153236
61,731,0.015457672537908826
61,751,0.031781900844777625
61,832,0.0075588557409488905
63,63,0.2673369501950545
63,186,0.02139002243343573
63,201,0.16888650632558105
63,256,0.03997563612324252
63,413,0.12434272701012121
63,501,0.21597010373298847
63,844,0.0411854326081308
63,900,0.12091262157144565
64,44,0.047636389995801116
64,64,0.5112737767347899
64,102,0.06931687827019115
64,120,0.04104274793226323
64,485,0.05077877815260425
64,509,0.09148591713223848
64,586,0.02691594378172586
64,589,0.050275000134680406
64,682,0.054603278937308125
64,730,0.020160678115157097
64,864,0.03651061081324049
65,100,0.2389359100224145
65,297,0.13426087356359698
65,367,0.17420408223023237
65,409,0.05535899155183173
65,435,0.08233191526393904
65,586,0.12442437852096756
65,899,0.19048384884701786
66,66,0.8672909311931507
66,334,0.05168249446693085
66,414,0.01590166247391167
66,440,0.009679386055126037
66,444,0.00815474420950531
66,446,0.004585542654982854
66,503,0.007813213431338803
66,538,0.016894776433009403
66,614,0.007043356121542953
66,658,0.0031893944387606944
66,819,0.007764498521740589
67,67,0.9089145798525067
67,94,0.015281058645612734
67,215,0.015201456391162042
67,261,0.0032771042324242663
67,350,0.027081779006850045
67,467,0.014198981868270247
67,493,0.016045040003173958
68,68,0.4635270046635868
68,122,0.04812050058396424
68,162,0.0317221882510105
68,211,0.12011070555642289
68,230,0.07235724828548033
68,477,0.0856349685119004
68,507,0.018439078579094787
68,512,0.04655781093323998
68,516,0.011377899300340394
68,717,0.05365623409835088
68,878,0.048496361236608734
69,12,0.0251509768706236
69,69,0.7002450541650669
69,117,0.02149483660808985
69,147,0.03264379905732856
69,282,0.0322381058665319
69,318,0.029499355319541936
69,374,0.0032016867950231034
69,385,0.03012177611528539
69,406,0.0443181975092387
69,594,0.021000469858063826
69,887,0.027209855574122106
69,899,0.021645608160592356
69,913,0.011230278100491814
70,2,0.04483202303085466
70,11,0.10464777671267352
70,436,0.06310485112978917
70,446,0.0778637314074499
70,534,0.3783751097453422
70,612,0.06075723358529631
70,855,0.15288104037729777
70,994,0.11753823401129641
71,71,0.041264603226084655
71,141,0.028330346912373922
71,151,0.10697384093795549
71,171,0.04996938065427739
71,298,0.031732918344336246
71,311,0.09187076758704296
71,327,0.06909710015418714
71,413,0.06401297118243898
71,453,0.06933745141226484
71,473,0.07761085222412731
71,475,0.04165671901207875
71,511,0.08459786214733521
71,571,0.02973433727203491
71,591,0.09976889135491675
71,789,0.0841247938224417
71,817,0.029917163756103555
72,44,0.06523426262334414
72,63,0.10723947548674133
72,93,0.03817284782447053
72,204,0.11797352852104566
72,308,0.01988707944437307
72,418,0.1770106611811301
72,444,0.04704599450101444
72,507,0.026387651500749874
72,521,0.06551382131132433
72,554,0.03156852646689272
72,727,0.09601143577249802
72,819,0.04479460610562818
72,854,0.0543583335631074
72,881,0.08534344245626384
72,979,0.023458333241416236
73,38,0.0731348609676127
73,73,0.3933200052811718
73,369,0.009400124514391634
73,543,0.04104339576159197
73,652,0.015141114291186381
73,723,0.14445774225938773
73,758,0.015339224888829954
73,807,0.05726593764032943
73,828,0.07264474603033942
73,867,0.044586048074685934
73,944,0.044529541770478076
73,951,0.08913725851999489
74,44,0.024243578138993048
74,58,0.05416209751706516
74,74,0.7946637391682962
74,97,0.013688639493472427
74,148,0.02354253986061934
74,185,0.018425644995219825
74,318,0.02858004437555315
74,605,0.013375439716263423
74,832,0.00911661499654803
74,854,0.02020166173796915
75,6,0.025897493284990948
75,75,0.810416976832887
75,95,0.059754729058292086
75,172,0.004045205059367478
75,239,0.008661443466709195
75,278,0.010159148584484952
75,356,0.01619663722296875
75,367,0.007984762321843288
75,578,0.0063132217302146855
75,614,0.006287160907087498
75,718,0.0165264625023511
75,757,0.00916791635811798
75,803,0.002835878123127793
75,904,0.00818208534982867
75,944,0.007570879197728466
76,76,0.6432591422196193
76,148,0.035205182650286444
76,308,0.011052111474349766
76,357,0.02277497257371427
76,544,0.05248856703038201
76,582,0.040263633564902465
76,658,0.01022574105811432
76,713,0.07813696727755133
76,900,0.02695513910231831
76,920,0.03950884272628974
76,926,0.04012970032247201
77,45,0.17618120041611388
77,387,0.07205377379535192
77,456,0.13074781534490823
77,652,0.030114967334374014
77,718,0.19333316949436818
77,776,0.05326839002787754
77,809,0.2117829531587689
77,891,0.07952588915182957
77,913,0.052991841276407665
78,78,0.5000080872105119
78,89,0.045851029439287844
78,160,0.05415230997439843
78,239,0.03736841180753664
78,316,0.03930960942317708
78,413,0.03329607663303814
78,485,0.046419038970417346
78,570,0.08986187234011257
78,632,0.07012358506045607
78,652,0.011106322839409785
78,895,0.0529604009317982
78,913,0.019543255369856054
80,80,0.07337867012296628
80,248,0.11256522076237693
80,371,0.09373098911094388
80,511,0.11272384711416793
80,524,0.17211739536078774
80,704,0.08417579942383485
80,721,0.1574438990469805
80,790,0.024844056210562748
80,834,0.16902012284737913
81,81,0.20362277505792437
81,97,0.036357443321059044
81,185,0.04893907417805205
81,233,0.1499086133411172
81,288,0.074390938331685
81,356,0.10332757754207089
81,392,0.08608467970177515
81,493,0.06771333219904953
81,500,0.021758212115450985
81,626,0.023949726623293796
81,727,0.09477132981421639
81,808,0.04129991399099388
81,900,0.04787638378331194
82,79,0.2178433292735508
82,160,0.18308093755424446
82,284,0.17849580809195406
82,360,0.041593435986744386
82,612,0.04658745116031429
82,652,0.037548832158417075
82,846,0.13822061902685928
82,878,0.15662958674791566
83,60,0.005208842669421857
83,83,0.8388957349729558
83,102,0.016050992737838433
83,193,0.015201139667418333
83,329,0.019440199649435008
83,357,0.006929622899987356
83,475,0.0054885691714298915
83,538,0.016481272747477082
83,798,0.028930726963184817
83,832,0.00414799897956449
83,887,0.011994485859070337
83,895,0.013415296275422369
83,942,0.017815117406794343
84,40,0.0228812313980184
84,84,0.6319071966421849
84,104,0.018198132477233415
84,160,0.053120713883412614
84,329,0.07528329730506386
84,467,0.03975213646846823
84,493,0.04492044751979842
84,520,0.01157741520954687
84,589,0.04508300897769918
84,786,0.05727642011857408
85,11,0.012237867931129631
85,46,0.025101813818874424
85,85,0.43095936733629153
85,104,0.00956556977575003
85,185,0.017065132281077464
85,210,0.20271851269714464
85,245,0.07083176317867167
85,271,0.02587925985658406
85,436,0.0073796965229403644
85,442,0.022387971756304716
85,616,0.026532803084458198
85,721,0.03169023332310252
85,776,0.010129509253148735
85,846,0.021080340933165832
85,855,0.01787843029334501
85,867,0.016863292506206683
85,940,0.03308631242780235
85,941,0.018612123024002024
86,86,0.8504024490790304
86,252,0.01006786121781433
86,329,0.02261060419137607
86,409,0.0032252742687061573
86,418,0.03481263189897778
86,443,0.010087142546424805
86,568,0.008882905413318718
86,724,0.0035010972885054443
86,807,0.012375686027261041
86,876,0.009085264406582538
86,884,0.006374705152815109
86,942,0.02072049544612716
86,994,0.007853883063060492
87,40,0.014407071102668997
87,87,0.8295098099396121
87,238,0.0065829794178649806
87,327,0.022198729563712237
87,644,0.036648806652687195
87,776,0.012133907786225659
87,815,0.003964467337533364
87,895,0.03271105011464991
87,913,0.012070913258946442
87,926,0.02977226482609919
88,79,0.09124023834844756
88,151,0.07878997317818612
88,213,0.04244374803287932
88,273,0.030690051309213418
88,333,0.03870812010037324
88,422,0.2623504175091497
88,808,0.03954944612747838
88,897,0.09434287305451562
88,904,0.049985801114561496
88,912,0.0784841465320097
88,913,0.02767357029811641
88,920,0.06719938981920205
88,956,0.052486512726914125
88,989,0.04605571184895282
89,16,0.0652270368905308
89,89,0.24957111286254
89,185,0.04167627973171883
89,194,0.02549946608203262
89,213,0.03774467274660576
89,356,0.0879932670973062
89,387,0.03346222781425847
89,521,0.055070641741585345
89,571,0.01947572182956854
89,578,0.0342985397711757
89,589,0.05787302741988927
89,591,0.06534772096973081
89,679,0.04195918238224445
89,723,0.13343307713105979
89,824,0.03528443459014294
89,886,0.00805061419868972
89,947,0.008032976740920962
90,12,0.05897922096758358
90,123,0.03319998613888603
90,141,0.019857050830593935
90,214,0.009593920597325382
90,232,0.13648835403925924
90,273,0.029205665471936298
90,298,0.02224195046095081
90,316,0.05297079692939591
90,368,0.06634288396065617
90,375,0.016183538233713886
90,385,0.0706357808119383
90,501,0.07792989472702104
90,570,0.12109138353882645
90,582,0.0651708638557583
90,718,0.09607979015822776
90,951,0.0881068159429101
90,994,0.03592210333501668
91,44,0.030635870304516654
91,91,0.5517921817019419
91,94,0.030682255253719214
91,186,0.004029594977449577
91,213,0.02108739452636829
91,222,0.027806761973818463
91,228,0.0315888058195438
91,252,0.024041095365952028
91,278,0.030835369670444535
91,333,0.019231416586921145
91,405,0.06544169933927126
91,426,0.04198342963118056
91,721,0.04323863558061733
91,733,0.010138989865358959
91,884,0.015222189816987218
91,916,0.0522443095859093
92,92,0.6503702481097725
92,211,0.08172965476232198
92,375,0.008554510013319156
92,439,0.03577630828837556
92,551,0.06351320318367808
92,744,0.022204495330766016
92,822,0.008431479641381417
92,825,0.0502035638510225
92,846,0.029120989772704473
92,942,0.05009554704665841
93,93,0.8401430895023078
93,162,0.015747842771765712
93,511,0.0228667208322142
93,626,0.008416721507862412
93,682,0.02593892932653192
93,843,0.02136002646793869
93,895,0.027521410545711732
93,908,0.038005259045667504
94,94,0.4715886186963217
94,151,0.06609001676608836
94,152,0.029299797645472726
94,171,0.030871820402781188
94,185,0.039310803173430574
94,287,0.05400045248321148
94,443,0.04066688454161002
94,481,0.009974109081627106
94,492,0.03046589061186767
94,594,0.043407882729912105
94,630,0.18432372386767712
95,79,0.14714111752491643
95,95,0.3581485714496253
95,386,0.10929483983220055
95,503,0.06871236652372467
95,586,0.05618746467343191
95,897,0.15214466799986118
95,920,0.1083709719962401
97,97,0.8954629505080512
97,248,0.01721658545757905
97,287,0.017813051998427618
97,297,0.01040259358552888
97,605,0.00941322030223379
97,885,0.01299074895086394
97,894,0.036700849197315456
98,60,0.009053201810040452
98,79,0.028367959012586274
98,98,0.8229584767752764
98,207,0.007912887351690823
98,288,0.02214894144116313
98,318,0.02260106408587805
98,369,0.0030356802692202292
98,647,0.014302071642756308
98,881,0.02508170787547298
98,895,0.023316385660072717
98,926,0.021221624075842542
99,10,0.012239340806991466
99,24,0.10862322202206998
99,39,0.10279232475082985
99,89,0.09540365895418425
99,120,0.07806678045729226
99,186,0.011917903238659596
99,278,0.09119848374767715
99,589,0.09562730557130139
99,658,0.025557211452242375
99,679,0.06933184134427872
99,715,0.209153351348154
99,824,0.05830272855749371
99,975,0.041785847748825274
100,100,0.49162287464472315
100,122,0.041158332244648065
100,282,0.05023021507997343
100,301,0.021193174137796547
100,367,0.030843629893996704
100,529,0.031413523994955964
100,582,0.043301687786015335
100,812,0.0625680759358958
100,815,0.005746861711259313
100,834,0.05907397577357896
100,846,0.03660461282860144
